id,prob
29274377,0.34
99513050,0.33
54788368,0.08
69157225,0.37
607782,0.03
112300100,0.13
26549138,0.22
95261091,0.27
46426126,0.11
22444449,0.08
65098369,0.36
84663170,0.18
680061,0.22
8569562,0.08
84254406,0.09
28593217,0.12
3295465,0.27
3359441,0.14
46807283,0.14
51076769,0.3
9817291,0.17
121379225,0.18
11416441,0.17
12285771,0.33
54333624,0.2
65057572,0.48
78729338,0.06
15320374,0.07
43004609,0.06
52078172,0.16
9835085,0.08
5716640,0.27
69525138,0.37
11427305,0.28
10675153,0.4
96560749,0.16
85645015,0.34
22381900,0.32
71734275,0.12
17974529,0.29
19066526,0.21
122316864,0.03
41041148,0.2
17363199,0.13
61378491,0.18
5625029,0.2
67286949,0.42
62205662,0.02
17984859,0.14
5616406,0.17
14569039,0.51
73429566,0.08
93002255,0.1
74496740,0.3
2079406,0.25
60467200,0.22
103578539,0.29
36048689,0.12
75134352,0.36
128371765,0.33
61518529,0.41
1462891,0.06
97202610,0.12
3187017,0.27
45414953,0.19
42385025,0.03
67928868,0.14
3497795,0.07
87454204,0.25
52036163,0.26
40541083,0.25
5445452,0.11
19076747,0.22
63526200,0.06
55978535,0.07
22141467,0.13
120183098,0.02
84496356,0.21
76295467,0.2
75840237,0.43
28482583,0.04
59391135,0.46
38595424,0.24
23773173,0.28
133980443,0.15
1538190,0.06
30976082,0.13
43995539,0.15
124758253,0.15
32109152,0.11
482700,0.13
41620130,0.12
6718719,0.18
853138,0.08
54167142,0.16
60982532,0.59
73568892,0.36
15400595,0.12
28583814,0.13
71964817,0.12
50615946,0.09
60707019,0.18
16141085,0.07
30395846,0.3
5640009,0.15
8956315,0.07
68438158,0.15
7665952,0.15
29053518,0.29
15541253,0.21
45355105,0.14
37217837,0.43
50577328,0.35
965742,0.09
75788350,0.05
2485131,0.29
16503060,0.06
45524596,0.2
3677328,0.23
44855473,0.11
73628338,0.13
2904703,0.08
56994765,0.13
21301814,0.15
10715671,0.16
78984551,0.16
51376688,0.22
42483612,0.37
3641038,0.11
1337248,0.46
17754184,0.25
83797002,0.16
74575802,0.12
8316168,0.16
41388655,0.2
14238054,0.09
37700560,0.06
76945666,0.19
10626988,0.08
34693266,0.27
75285585,0.38
493219,0.14
15970708,0.15
56643361,0.12
47191509,0.18
51847617,0.48
40460424,0.29
113512897,0.09
30545488,0.1
105157591,0.12
3535597,0.08
5629629,0.19
5145880,0.18
46185631,0.15
71062379,0.38
56007527,0.28
83689971,0.3
1378797,0.1
38469281,0.09
77211043,0.22
46692931,0.3
36270526,0.46
1683928,0.22
2382681,0.11
14478617,0.13
5979866,0.14
37672238,0.08
64781610,0.23
5955127,0.12
85627617,0.22
3098792,0.24
63204288,0.29
11435761,0.3
58450224,0.08
121365044,0.14
132269324,0.19
1356580,0.13
72556270,0.22
128586382,0.08
7449740,0.22
33271651,0.05
64150967,0.15
670360,0.19
21460740,0.09
32118479,0.25
60606983,0.2
64220381,0.21
15319696,0.12
6808408,0.35
56128851,0.11
72937472,0.3
5175678,0.11
65514872,0.16
13287542,0.07
21941276,0.02
128008540,0.14
59162763,0.25
9777511,0.1
1390100,0.17
77500103,0.11
9135103,0.13
34284229,0.15
91646191,0.17
1189988,0.07
58983645,0.39
24656221,0.17
31286900,0.07
88084318,0.23
85568033,0.33
5755663,0.21
20149266,0.04
62367589,0.4
1612799,0.16
91544145,0.08
3445048,0.09
10548774,0.25
6205459,0.22
631510,0.19
72545859,0.17
17453011,0.15
54598152,0.31
10109124,0.22
24776248,0.2
86012090,0.3
39619909,0.07
5085412,0.1
55372551,0.2
117041404,0.2
1562481,0.15
63224420,0.47
74693205,0.12
5978945,0.12
33310609,0.19
7924765,0.31
55189715,0.11
27631587,0.23
39259830,0.24
71429730,0.08
3155446,0.12
105081296,0.2
10547667,0.05
1058650,0.22
5374696,0.06
85718912,0.31
5945756,0.06
44825471,0.17
42297619,0.21
59141920,0.2
49297228,0.32
88925569,0.16
121161133,0.15
18855539,0.49
1445951,0.2
70221664,0.23
69993239,0.21
62125766,0.03
57196736,0.09
73806467,0.46
23223487,0.2
74665673,0.32
63446015,0.41
38578740,0.64
38413853,0.24
2645910,0.22
55847588,0.08
17863993,0.16
63661806,0.05
6716487,0.08
28963460,0.07
83213061,0.08
12448540,0.17
38584363,0.12
19907471,0.43
65596094,0.4
6916317,0.3
1033743,0.13
6105011,0.19
44138313,0.34
75758632,0.16
79905949,0.08
60647059,0.51
66866115,0.16
85992589,0.19
48986124,0.11
65742898,0.06
24144723,0.06
28863874,0.1
3498017,0.15
5028380,0.43
91659852,0.1
361165,0.22
119315998,0.14
13196250,0.18
97326163,0.03
11895758,0.17
33621783,0.69
78974198,0.23
3919946,0.05
75131218,0.08
4574719,0.13
116738406,0.18
61388829,0.06
57822699,0.25
9454712,0.08
24795784,0.42
13408800,0.08
8597778,0.07
1421153,0.16
78115180,0.31
60695768,0.37
96490850,0.04
29914977,0.15
6744599,0.11
61443651,0.24
8596141,0.14
126102152,0.23
13197929,0.17
60676717,0.07
4777735,0.08
1237157,0.04
39662062,0.07
85528913,0.17
39259551,0.1
41399415,0.39
54314147,0.16
61429863,0.26
20869758,0.44
434143,0.03
684976,0.5
1211274,0.13
1110146,0.14
19156412,0.2
40391626,0.23
7924753,0.12
40971466,0.14
57762247,0.25
53322290,0.2
35958456,0.18
122669547,0.16
27410254,0.08
41061401,0.14
87967147,0.12
7690462,0.13
51958008,0.19
10116161,0.08
96761532,0.12
16301294,0.17
70971889,0.12
46125011,0.29
120652482,0.11
92556938,0.14
1437523,0.11
4196004,0.07
4777892,0.08
27722253,0.3
53795747,0.14
38647108,0.2
75281063,0.15
2945169,0.09
2077312,0.08
46349158,0.04
21310413,0.19
100457690,0.33
51155706,0.09
51859091,0.52
34502929,0.18
18985493,0.24
54248624,0.12
1251617,0.18
36830192,0.1
7636739,0.06
91525677,0.21
3162444,0.19
876146,0.16
83815287,0.18
64711269,0.16
8986220,0.1
51878594,0.04
31066302,0.12
1676232,0.14
109371173,0.26
1435769,0.25
31296495,0.45
2664578,0.09
439566,0.31
602345,0.17
85653748,0.07
25948270,0.16
32148739,0.22
63364200,0.06
37612265,0.29
7336980,0.29
759041,0.13
10606276,0.09
59160612,0.35
17884697,0.26
84656153,0.22
21150506,0.15
4565597,0.19
42334096,0.21
92044170,0.13
107530621,0.08
20568968,0.34
46998579,0.21
13797588,0.06
50647191,0.14
11984716,0.15
72732284,0.24
49663527,0.13
1124066,0.08
17433090,0.17
78310080,0.2
13026439,0.41
15320148,0.12
16372490,0.04
9075347,0.07
1804593,0.12
75334535,0.13
3147760,0.15
43295246,0.16
88220306,0.27
34914097,0.18
127969377,0.03
6385037,0.05
52808401,0.16
34352413,0.16
1415642,0.12
12866086,0.25
126777949,0.18
91022967,0.07
2944583,0.09
1625778,0.1
46085368,0.24
79701136,0.16
16371700,0.19
6927712,0.08
500212,0.27
48012484,0.23
31667771,0.21
15259994,0.06
29153629,0.39
74664055,0.1
63389111,0.18
40188267,0.1
6764985,0.13
10557259,0.28
40361602,0.25
129911305,0.18
63334601,0.2
79542531,0.04
31647953,0.2
70981920,0.47
1490824,0.09
735981,0.22
4284618,0.4
63524503,0.47
74501891,0.2
63928655,0.14
33591359,0.24
62115742,0.24
58471186,0.11
61434000,0.05
72512493,0.19
58772628,0.08
110434860,0.16
121862457,0.17
125392013,0.23
10607910,0.02
2381847,0.1
62934634,0.05
105283729,0.21
1512976,0.06
88078361,0.22
77775676,0.14
30365434,0.36
12465294,0.24
60405964,0.04
68404005,0.12
1695045,0.08
3345710,0.03
90275146,0.07
114132711,0.1
1108145,0.22
56542120,0.23
8885410,0.05
27671992,0.04
77507898,0.41
73192341,0.23
41131431,0.43
121867113,0.1
19116164,0.37
10596129,0.13
43419573,0.29
46304730,0.3
50535691,0.25
32179003,0.28
6185736,0.21
2175374,0.11
62197521,0.1
74704893,0.27
1511657,0.16
17743614,0.08
69128185,0.14
12466685,0.21
33150130,0.02
970640,0.3
2305385,0.07
10093092,0.13
11404648,0.14
34983476,0.3
850435,0.35
3633169,0.2
33211047,0.14
29793980,0.06
57284276,0.44
41378970,0.36
6522297,0.12
2083037,0.09
27701723,0.1
54316274,0.34
70641000,0.28
89050215,0.11
11976150,0.56
43539510,0.1
35938716,0.16
999060,0.22
46695582,0.33
1531735,0.06
130554643,0.16
65442586,0.07
74595246,0.12
71954202,0.43
92840469,0.19
43255218,0.18
101452346,0.24
133443614,0.11
4301658,0.07
8835214,0.25
65464067,0.1
37680946,0.09
29203563,0.23
26258015,0.25
35743795,0.32
61612959,0.03
21130496,0.17
8137051,0.2
32719694,0.21
36049114,0.19
16822500,0.11
85067706,0.27
1257293,0.09
742047,0.07
14498190,0.1
11628106,0.38
29744288,0.14
29575413,0.26
18684966,0.1
28032678,0.19
32068605,0.24
39742135,0.33
98928669,0.2
3526129,0.15
27542133,0.25
34874641,0.15
50466294,0.09
16392475,0.12
2365641,0.46
3221546,0.16
94480828,0.16
65721889,0.09
71012291,0.42
68996204,0.11
32308914,0.15
94305401,0.08
85228294,0.17
2089482,0.14
539293,0.07
41227004,0.16
51858012,0.17
7376279,0.4
122268839,0.1
10725251,0.1
754480,0.07
1587644,0.13
1434627,0.32
121240633,0.08
46816588,0.16
80549965,0.11
67426870,0.04
12776030,0.12
124812373,0.19
30686260,0.11
55461714,0.08
793292,0.26
55250220,0.17
5026733,0.07
1384234,0.09
90991535,0.12
88127953,0.39
24646569,0.1
15489336,0.12
6169456,0.18
77336434,0.15
8305553,0.17
872482,0.2
76022910,0.23
14318579,0.13
43559961,0.2
35236545,0.51
61501543,0.15
50606653,0.14
20701405,0.14
6834943,0.13
344655,0.22
10726378,0.09
61512451,0.12
94106662,0.13
130665763,0.08
1595462,0.14
129595284,0.35
38584334,0.16
52036839,0.24
70781328,0.06
18844821,0.32
28893973,0.06
34762722,0.06
7060923,0.24
3455053,0.05
135762986,0.13
19567457,0.2
17272622,0.27
67475489,0.38
57004810,0.29
14568390,0.1
45202221,0.25
111296591,0.11
65722895,0.06
124086580,0.14
39360250,0.07
20038575,0.25
51055659,0.3
6897379,0.11
13008751,0.29
20048304,0.09
1131975,0.05
6465075,0.27
619737,0.67
14117649,0.2
838087,0.13
38570422,0.23
3930736,0.38
59109466,0.19
73469899,0.08
21361075,0.38
32299523,0.31
26410621,0.09
8815362,0.16
84584064,0.17
5768798,0.11
75059743,0.19
40766334,0.34
26328910,0.19
128268855,0.04
55971249,0.14
88864289,0.29
77088768,0.06
456639,0.06
20119563,0.04
817389,0.25
36500873,0.13
88342960,0.04
14418060,0.05
116882641,0.2
16321824,0.24
1296771,0.12
39602526,0.07
744067,0.19
63448534,0.23
3237617,0.15
8395003,0.26
46497581,0.04
64201749,0.13
71107867,0.14
6084802,0.08
13407212,0.13
61314296,0.18
40352651,0.19
75911749,0.22
17934322,0.21
11625241,0.31
16333242,0.23
7072348,0.19
41420165,0.24
14618265,0.07
54778163,0.32
8785283,0.13
67279069,0.33
44663682,0.2
74574699,0.15
31487628,0.53
38507637,0.12
50606235,0.36
91661786,0.16
76203314,0.21
16533156,0.08
1416402,0.08
56070905,0.16
10089380,0.14
27100058,0.14
20791701,0.14
120012925,0.12
76266307,0.09
13256844,0.05
38624626,0.38
120936859,0.22
65695664,0.39
17162664,0.08
73570870,0.05
46735745,0.28
11284875,0.24
37620394,0.07
6994671,0.14
56021509,0.27
92015488,0.1
41021681,0.47
1856068,0.19
34211953,0.12
59162965,0.17
58672441,0.18
64079495,0.15
60743946,0.27
6288729,0.23
33371443,0.34
3485831,0.09
87155500,0.07
41079405,0.36
22362475,0.39
91535744,0.04
55191680,0.12
45324728,0.09
2864631,0.14
10628650,0.12
405050,0.1
3239961,0.44
1199526,0.14
35266311,0.43
107029580,0.19
5800117,0.37
120601718,0.21
3696266,0.08
1060855,0.3
55523797,0.37
19596620,0.66
20030433,0.05
6286110,0.17
63406046,0.04
53894796,0.3
75324927,0.22
58842403,0.06
10138882,0.08
3706923,0.22
36049449,0.03
3927495,0.12
97780804,0.13
40921420,0.17
67428381,0.05
1568868,0.18
68132625,0.28
1159693,0.16
21961157,0.23
96736015,0.17
43226849,0.2
85682450,0.11
1366909,0.26
92236299,0.1
662943,0.16
49926004,0.39
703725,0.11
65323847,0.43
78820220,0.14
22294028,0.11
56102260,0.28
56038858,0.23
51486657,0.17
15320510,0.31
837048,0.35
5637674,0.14
88872326,0.26
54373353,0.52
17312962,0.21
544093,0.03
134480630,0.06
16422770,0.14
99231637,0.26
38545060,0.09
65955019,0.13
712585,0.18
134943958,0.13
23823467,0.05
84514852,0.26
27420384,0.07
2381461,0.03
78690797,0.04
69953112,0.14
10072022,0.23
34282557,0.11
12254995,0.19
14989174,0.39
58503891,0.17
25186561,0.05
612051,0.58
9655461,0.12
65722306,0.14
73704106,0.09
59422736,0.22
73687602,0.02
737866,0.08
3847967,0.29
19907247,0.19
90154941,0.48
1317412,0.11
50606632,0.22
48111667,0.06
4276541,0.09
28202450,0.07
5950107,0.18
98735137,0.17
12204987,0.15
32189489,0.13
58683280,0.14
63508114,0.35
49904178,0.45
58572266,0.27
125264502,0.12
14338108,0.05
17904045,0.23
7094526,0.05
35004457,0.09
28774087,0.38
1109614,0.08
76122240,0.14
12985869,0.19
5914637,0.2
65403544,0.16
73429536,0.13
89003381,0.11
1541652,0.05
10645417,0.21
31447847,0.28
60862889,0.17
1530830,0.09
119982915,0.26
4785392,0.26
3294372,0.2
113044019,0.44
3189076,0.12
79472319,0.29
50293257,0.16
4445491,0.1
20689158,0.18
1569536,0.07
29013384,0.23
596664,0.08
55390917,0.21
75240734,0.32
69712219,0.23
31918057,0.34
8567902,0.11
34191931,0.14
9824927,0.1
24294559,0.05
6524043,0.22
87345043,0.18
62854855,0.26
19897763,0.34
26377951,0.2
62804303,0.14
128272473,0.1
38568429,0.08
64681260,0.34
66585934,0.14
59099938,0.26
33281228,0.14
33049892,0.39
77099501,0.11
56091748,0.32
46528076,0.34
55911569,0.2
3345224,0.18
57014271,0.17
41247596,0.27
29764061,0.17
439344,0.29
72225452,0.21
75154129,0.17
72713228,0.05
97508258,0.22
1403167,0.05
29053967,0.33
20167219,0.08
20959431,0.1
1319066,0.18
91713560,0.18
56041452,0.25
14530687,0.19
60195864,0.1
40991654,0.12
126239773,0.09
27651718,0.19
22343405,0.21
1412751,0.06
68375713,0.3
2080820,0.17
11417310,0.1
57366891,0.32
41110726,0.21
75051512,0.2
30185156,0.3
68535871,0.27
10714822,0.07
58713758,0.16
1247528,0.12
79152421,0.13
4290039,0.05
4544680,0.27
16342143,0.28
134243627,0.07
3006445,0.06
121781605,0.04
36250877,0.09
7946388,0.2
60960724,0.43
1526317,0.23
1116041,0.06
972482,0.21
1048690,0.13
4290582,0.2
44125734,0.12
59451885,0.28
30185814,0.21
93041855,0.38
135540397,0.1
42343924,0.18
33411680,0.19
40846234,0.24
60187277,0.25
42303700,0.18
56914252,0.08
35093493,0.09
39671063,0.17
17242888,0.06
13037383,0.27
70471738,0.27
71443039,0.16
1349437,0.33
27562000,0.05
40452237,0.14
7339249,0.15
51316307,0.48
36049659,0.23
51436157,0.1
41840279,0.13
5031643,0.11
3537627,0.12
103567256,0.2
19567365,0.17
16423142,0.27
1356844,0.12
50495573,0.27
6625685,0.05
22233813,0.57
85037820,0.1
65098253,0.1
13108047,0.32
3221403,0.14
16422111,0.14
28052609,0.24
32400058,0.18
113830637,0.7
60286143,0.14
76244623,0.15
23955271,0.11
42314859,0.27
1413038,0.29
7495384,0.79
39339956,0.37
91285080,0.09
68635587,0.1
646950,0.17
20849607,0.02
15740398,0.24
76568615,0.3
20702347,0.28
427063,0.18
16501617,0.11
11658222,0.33
10884838,0.24
2414654,0.04
5802441,0.07
27562139,0.12
15501146,0.23
18976351,0.35
57882792,0.2
11314902,0.29
10174704,0.24
8658969,0.11
23936264,0.12
17342832,0.11
124719832,0.12
79661910,0.25
91373951,0.14
22011391,0.07
32549016,0.08
8626443,0.05
66435548,0.2
102574788,0.03
61852185,0.19
19136844,0.34
9744820,0.43
65160391,0.17
21300368,0.31
1038098,0.19
61883223,0.2
85714567,0.04
103157362,0.19
75296042,0.2
84564877,0.07
18576038,0.06
8484960,0.21
87534309,0.16
6521534,0.08
46305110,0.14
999879,0.07
34514081,0.16
65672444,0.15
11965794,0.26
76945814,0.41
4444880,0.21
39739915,0.2
10118863,0.17
10173478,0.08
36360137,0.29
73631221,0.29
2376353,0.13
653426,0.74
1510491,0.15
77500248,0.15
59262271,0.08
1278110,0.1
10706500,0.23
5938389,0.23
70301208,0.05
59462426,0.15
46845922,0.2
89895437,0.03
42884303,0.2
28943275,0.24
20278613,0.24
16932705,0.08
25576924,0.07
55931469,0.21
29094430,0.15
9858216,0.38
64211164,0.28
38222417,0.23
90319031,0.08
58662456,0.28
72592999,0.17
58523898,0.24
73161480,0.39
4196943,0.27
92558570,0.14
1040188,0.11
55999522,0.48
34292333,0.59
20158477,0.23
40450982,0.19
60636279,0.24
132109250,0.27
36240634,0.17
84959272,0.13
59779320,0.13
58693605,0.25
73923757,0.25
45734336,0.13
107348853,0.12
75092979,0.16
79280974,0.1
984854,0.1
3847521,0.06
49913757,0.09
12406764,0.17
3918598,0.16
70846884,0.21
990652,0.09
46598430,0.09
66065540,0.27
13547520,0.3
2826662,0.09
39430083,0.08
11355034,0.12
29124253,0.29
4574612,0.15
131956751,0.1
21891377,0.3
3374470,0.06
35093213,0.06
61500747,0.06
1621615,0.08
67306324,0.2
49067846,0.06
86925390,0.12
65373286,0.09
19075382,0.03
382065,0.06
16782171,0.05
84234309,0.19
5175195,0.11
19466374,0.1
65785471,0.01
85660873,0.1
87634405,0.11
18495810,0.16
54100462,0.19
50173552,0.13
76053951,0.09
55310560,0.26
3727516,0.11
2372274,0.07
35893860,0.5
32460082,0.38
25367268,0.24
57074464,0.15
92410783,0.12
49904824,0.35
1406775,0.09
3066196,0.06
16481768,0.06
77487806,0.05
25507112,0.19
16373335,0.29
112079827,0.2
6646559,0.57
12826277,0.33
4796458,0.07
71428250,0.22
76301850,0.36
72682850,0.27
46643173,0.21
7954865,0.26
77553929,0.24
13086077,0.08
38437982,0.18
23393402,0.16
58912781,0.01
1473436,0.05
3489126,0.37
24154656,0.23
7374615,0.3
34953465,0.21
5825454,0.04
70040346,0.21
118264905,0.1
118295916,0.03
58441123,0.35
96801613,0.13
55948999,0.07
1052492,0.14
54335337,0.11
42323611,0.47
79732221,0.51
1620806,0.09
69623688,0.36
23763300,0.19
85310409,0.13
49247824,0.05
84050220,0.25
9274867,0.13
72633053,0.25
73893280,0.16
600170,0.28
1514653,0.05
28622769,0.05
92789432,0.08
19176998,0.17
103811691,0.26
7698094,0.08
19136161,0.24
40920430,0.02
60902951,0.42
37247653,0.17
30445647,0.41
75204264,0.17
87194629,0.27
54543757,0.15
124791994,0.13
44995922,0.04
45294899,0.1
3368367,0.1
15229428,0.24
24715858,0.23
81543654,0.27
10726407,0.08
104336398,0.29
111779045,0.23
63004442,0.18
70351648,0.23
77871768,0.37
1417448,0.05
11936985,0.34
1228107,0.04
77231719,0.62
31978235,0.04
13167942,0.2
81377275,0.14
5801439,0.12
77902032,0.17
89048805,0.42
61370271,0.33
25347360,0.15
8024840,0.21
5796852,0.31
85982775,0.01
48304592,0.03
68983834,0.4
1444629,0.22
20147342,0.1
12458251,0.09
113086672,0.06
46804623,0.05
125971403,0.08
125808598,0.17
88312345,0.22
9735578,0.13
7049624,0.23
97042748,0.12
50587183,0.32
55111849,0.34
9844943,0.14
18284270,0.32
130498565,0.15
41810217,0.2
14758816,0.26
22343854,0.39
22353551,0.11
6735355,0.03
10925092,0.05
76324618,0.08
27581378,0.09
19686690,0.53
31637270,0.29
33181355,0.12
125332669,0.09
83633749,0.35
15319754,0.28
42673701,0.21
68182689,0.15
722825,0.56
20708736,0.27
51897513,0.43
3488909,0.35
65087371,0.13
3349936,0.08
84244426,0.08
76282818,0.22
1270428,0.07
66066080,0.25
32188925,0.29
93429187,0.36
6321506,0.26
105413746,0.02
1240438,0.1
24674983,0.12
1471267,0.25
76081453,0.31
36360764,0.03
75709048,0.06
55898007,0.21
99350351,0.26
70411209,0.12
65069172,0.16
100025686,0.06
24084652,0.24
32088423,0.1
40460181,0.09
31187458,0.09
25236250,0.25
3807934,0.14
33190722,0.12
52139199,0.09
1363809,0.11
85116620,0.09
59099858,0.19
7100137,0.15
63485947,0.21
38141247,0.35
984775,0.45
8998839,0.2
91690560,0.25
9209595,0.39
30155516,0.13
23874443,0.14
65742153,0.2
68485199,0.18
2828716,0.21
26809893,0.14
7073460,0.09
43195316,0.23
794296,0.09
496430,0.12
46044610,0.35
71867126,0.23
54087293,0.14
117047414,0.18
73914583,0.21
572546,0.13
38382359,0.43
8836216,0.11
1034970,0.13
77526120,0.36
75193760,0.24
68721513,0.13
23333479,0.19
6975791,0.16
3221560,0.08
18784898,0.12
94437691,0.05
16712210,0.18
21010676,0.33
70111529,0.14
6727492,0.14
34943989,0.18
85852562,0.2
126908977,0.32
77437124,0.14
55707466,0.04
76122268,0.14
65656691,0.07
71051670,0.11
9847912,0.22
8955699,0.1
87364256,0.19
13148362,0.1
6995507,0.16
11934847,0.08
34313371,0.4
1358591,0.29
6321338,0.22
30245109,0.25
4765462,0.08
3382102,0.11
1473065,0.12
20782769,0.5
16241752,0.27
15260389,0.1
35916450,0.06
6518896,0.14
60535488,0.39
675858,0.04
15541287,0.11
12948452,0.09
12325759,0.4
1060644,0.58
15540778,0.06
124871275,0.05
62904647,0.14
25918266,0.49
59602515,0.03
37661774,0.02
99994848,0.16
66580201,0.2
84515868,0.29
127643631,0.23
12665129,0.18
51356502,0.14
59561808,0.21
71965512,0.32
6295362,0.09
132005040,0.29
125228012,0.14
30054901,0.18
45444264,0.2
3485783,0.15
27620804,0.12
1393827,0.28
8396124,0.11
39572694,0.12
48526279,0.11
34353466,0.33
72782531,0.05
68517904,0.2
6527892,0.14
53362285,0.21
829218,0.3
27199941,0.22
65314177,0.06
94335635,0.02
68383115,0.19
56111028,0.15
9038077,0.31
8014697,0.13
9239527,0.22
12154938,0.14
88078416,0.18
32400007,0.07
6824840,0.28
51827454,0.06
