id,prob
46408169,0.13
15501522,0.46
60910499,0.11
1689249,0.15
43870240,0.13
29274377,0.31
99513050,0.35
54788368,0.08
69157225,0.36
607782,0.04
112300100,0.13
26549138,0.21
95261091,0.3
46426126,0.08
22444449,0.09
65098369,0.31
84663170,0.19
680061,0.18
8569562,0.07
84254406,0.08
28593217,0.18
3295465,0.32
3359441,0.14
46807283,0.12
51076769,0.27
9817291,0.25
121379225,0.16
11416441,0.21
12285771,0.35
54333624,0.16
65057572,0.48
78729338,0.05
15320374,0.05
43004609,0.07
52078172,0.25
9835085,0.08
5716640,0.28
69525138,0.35
11427305,0.28
10675153,0.38
96560749,0.13
85645015,0.36
22381900,0.31
71734275,0.09
17974529,0.4
19066526,0.23
122316864,0.02
41041148,0.23
17363199,0.16
61378491,0.17
5625029,0.26
67286949,0.41
62205662,0.05
17984859,0.19
5616406,0.22
14569039,0.39
73429566,0.06
93002255,0.08
74496740,0.28
2079406,0.23
60467200,0.24
103578539,0.36
36048689,0.1
75134352,0.32
128371765,0.34
61518529,0.26
1462891,0.09
97202610,0.12
3187017,0.27
45414953,0.17
42385025,0.02
67928868,0.09
3497795,0.05
87454204,0.42
52036163,0.24
40541083,0.27
5445452,0.12
19076747,0.18
63526200,0.04
55978535,0.04
22141467,0.12
120183098,0.06
84496356,0.33
76295467,0.21
75840237,0.34
28482583,0.03
59391135,0.43
38595424,0.26
23773173,0.26
133980443,0.19
1538190,0.05
30976082,0.12
43995539,0.21
124758253,0.12
32109152,0.11
482700,0.15
41620130,0.13
6718719,0.18
853138,0.14
54167142,0.15
60982532,0.41
73568892,0.38
15400595,0.11
28583814,0.13
71964817,0.19
50615946,0.09
60707019,0.28
16141085,0.13
30395846,0.17
5640009,0.16
8956315,0.05
68438158,0.13
7665952,0.12
29053518,0.24
15541253,0.19
45355105,0.05
37217837,0.42
50577328,0.3
965742,0.08
75788350,0.03
2485131,0.23
16503060,0.05
45524596,0.2
3677328,0.26
44855473,0.08
73628338,0.13
2904703,0.12
56994765,0.09
21301814,0.15
10715671,0.15
78984551,0.24
51376688,0.25
42483612,0.36
3641038,0.19
1337248,0.42
17754184,0.19
83797002,0.29
74575802,0.21
8316168,0.18
41388655,0.21
14238054,0.08
37700560,0.09
76945666,0.18
10626988,0.05
34693266,0.25
75285585,0.32
493219,0.16
15970708,0.16
56643361,0.19
47191509,0.17
51847617,0.32
40460424,0.25
113512897,0.07
30545488,0.12
105157591,0.13
3535597,0.06
5629629,0.17
5145880,0.24
46185631,0.1
71062379,0.37
56007527,0.3
83689971,0.22
1378797,0.12
38469281,0.11
77211043,0.21
46692931,0.27
36270526,0.43
1683928,0.22
2382681,0.11
14478617,0.25
5979866,0.17
37672238,0.17
64781610,0.22
5955127,0.17
85627617,0.23
3098792,0.32
63204288,0.34
11435761,0.28
58450224,0.07
121365044,0.18
132269324,0.24
1356580,0.13
72556270,0.23
128586382,0.1
7449740,0.22
33271651,0.03
64150967,0.11
670360,0.12
21460740,0.1
32118479,0.18
60606983,0.27
64220381,0.17
15319696,0.11
6808408,0.25
56128851,0.17
72937472,0.21
5175678,0.12
65514872,0.17
13287542,0.06
21941276,0.02
128008540,0.17
59162763,0.28
9777511,0.09
1390100,0.19
77500103,0.05
9135103,0.12
34284229,0.19
91646191,0.25
1189988,0.03
58983645,0.27
24656221,0.16
31286900,0.09
88084318,0.32
85568033,0.29
5755663,0.17
20149266,0.05
62367589,0.33
1612799,0.26
91544145,0.05
3445048,0.12
10548774,0.19
6205459,0.21
631510,0.23
72545859,0.15
17453011,0.2
54598152,0.23
10109124,0.24
24776248,0.18
86012090,0.35
39619909,0.06
5085412,0.15
55372551,0.19
117041404,0.17
1562481,0.2
63224420,0.35
74693205,0.08
5978945,0.12
33310609,0.17
7924765,0.32
55189715,0.12
27631587,0.23
39259830,0.19
71429730,0.1
3155446,0.15
105081296,0.2
10547667,0.08
1058650,0.18
5374696,0.05
85718912,0.31
5945756,0.07
44825471,0.1
42297619,0.16
59141920,0.2
49297228,0.34
88925569,0.12
121161133,0.14
18855539,0.45
1445951,0.22
70221664,0.22
69993239,0.18
62125766,0.03
57196736,0.07
73806467,0.42
23223487,0.21
74665673,0.31
63446015,0.41
38578740,0.48
38413853,0.24
2645910,0.21
55847588,0.15
17863993,0.19
63661806,0.02
6716487,0.06
28963460,0.08
83213061,0.1
12448540,0.15
38584363,0.15
19907471,0.36
65596094,0.35
6916317,0.33
1033743,0.14
6105011,0.18
44138313,0.28
75758632,0.11
79905949,0.05
60647059,0.41
66866115,0.18
85992589,0.16
48986124,0.1
65742898,0.03
24144723,0.09
28863874,0.07
3498017,0.16
5028380,0.41
91659852,0.08
361165,0.22
119315998,0.19
13196250,0.13
97326163,0.03
11895758,0.21
33621783,0.45
78974198,0.21
3919946,0.07
75131218,0.08
4574719,0.11
116738406,0.16
61388829,0.03
57822699,0.28
9454712,0.08
24795784,0.39
13408800,0.09
8597778,0.09
1421153,0.15
78115180,0.2
60695768,0.37
96490850,0.02
29914977,0.15
6744599,0.09
61443651,0.29
8596141,0.1
126102152,0.25
13197929,0.21
60676717,0.11
4777735,0.08
1237157,0.04
39662062,0.05
85528913,0.2
39259551,0.12
41399415,0.38
54314147,0.16
61429863,0.18
20869758,0.44
434143,0.09
684976,0.32
1211274,0.25
1110146,0.11
19156412,0.28
40391626,0.2
7924753,0.22
40971466,0.14
57762247,0.18
53322290,0.21
35958456,0.22
122669547,0.24
27410254,0.15
41061401,0.15
87967147,0.13
7690462,0.22
51958008,0.26
10116161,0.05
96761532,0.15
16301294,0.2
70971889,0.09
46125011,0.28
120652482,0.09
92556938,0.14
1437523,0.13
4196004,0.06
4777892,0.04
27722253,0.34
53795747,0.09
38647108,0.22
75281063,0.3
2945169,0.09
2077312,0.05
46349158,0.02
21310413,0.2
100457690,0.29
51155706,0.08
51859091,0.45
34502929,0.15
18985493,0.2
54248624,0.16
1251617,0.2
36830192,0.05
7636739,0.02
91525677,0.14
3162444,0.21
876146,0.21
83815287,0.2
64711269,0.28
8986220,0.11
51878594,0.07
31066302,0.11
1676232,0.16
109371173,0.22
1435769,0.25
31296495,0.37
2664578,0.12
439566,0.23
602345,0.17
85653748,0.08
25948270,0.13
32148739,0.19
63364200,0.05
37612265,0.18
7336980,0.36
759041,0.27
10606276,0.11
59160612,0.34
17884697,0.23
84656153,0.28
21150506,0.17
4565597,0.18
42334096,0.24
92044170,0.13
107530621,0.1
20568968,0.23
46998579,0.19
13797588,0.13
50647191,0.15
11984716,0.11
72732284,0.24
49663527,0.1
1124066,0.1
17433090,0.19
78310080,0.13
13026439,0.36
15320148,0.15
16372490,0.02
9075347,0.06
1804593,0.11
75334535,0.08
3147760,0.19
43295246,0.17
88220306,0.23
34914097,0.19
127969377,0.12
6385037,0.05
52808401,0.18
34352413,0.14
1415642,0.17
12866086,0.26
126777949,0.3
91022967,0.08
2944583,0.11
1625778,0.11
46085368,0.23
79701136,0.1
16371700,0.17
6927712,0.08
500212,0.21
48012484,0.22
31667771,0.16
15259994,0.04
29153629,0.42
74664055,0.17
63389111,0.18
40188267,0.13
6764985,0.1
10557259,0.25
40361602,0.21
129911305,0.2
63334601,0.25
79542531,0.03
31647953,0.24
70981920,0.45
1490824,0.1
735981,0.16
4284618,0.41
63524503,0.41
74501891,0.2
63928655,0.06
33591359,0.24
62115742,0.24
58471186,0.15
61434000,0.06
72512493,0.3
58772628,0.05
110434860,0.24
121862457,0.26
125392013,0.25
10607910,0.08
2381847,0.1
62934634,0.05
105283729,0.23
1512976,0.06
88078361,0.26
77775676,0.14
30365434,0.32
12465294,0.3
60405964,0.03
68404005,0.06
1695045,0.08
3345710,0.1
90275146,0.07
114132711,0.18
1108145,0.2
56542120,0.19
8885410,0.04
27671992,0.05
77507898,0.39
73192341,0.18
41131431,0.36
121867113,0.13
19116164,0.34
10596129,0.09
43419573,0.26
46304730,0.23
50535691,0.24
32179003,0.29
6185736,0.26
2175374,0.15
62197521,0.08
74704893,0.25
1511657,0.2
17743614,0.08
69128185,0.16
12466685,0.15
33150130,0.03
970640,0.29
2305385,0.05
10093092,0.08
11404648,0.16
34983476,0.35
850435,0.33
3633169,0.21
33211047,0.2
29793980,0.03
57284276,0.43
41378970,0.35
6522297,0.2
2083037,0.12
27701723,0.11
54316274,0.37
70641000,0.28
89050215,0.08
11976150,0.49
43539510,0.07
35938716,0.14
999060,0.24
46695582,0.35
1531735,0.08
130554643,0.14
65442586,0.06
74595246,0.17
71954202,0.43
92840469,0.16
43255218,0.22
101452346,0.23
133443614,0.12
4301658,0.1
8835214,0.23
65464067,0.1
37680946,0.09
29203563,0.25
26258015,0.17
35743795,0.31
61612959,0.02
21130496,0.16
8137051,0.2
32719694,0.16
36049114,0.18
16822500,0.14
85067706,0.25
1257293,0.1
742047,0.05
14498190,0.1
11628106,0.33
29744288,0.17
29575413,0.25
18684966,0.06
28032678,0.17
32068605,0.23
39742135,0.26
98928669,0.27
3526129,0.1
27542133,0.3
34874641,0.13
50466294,0.09
16392475,0.09
2365641,0.43
3221546,0.13
94480828,0.16
65721889,0.04
71012291,0.38
68996204,0.08
32308914,0.17
94305401,0.1
85228294,0.18
2089482,0.14
539293,0.03
41227004,0.22
51858012,0.19
7376279,0.36
122268839,0.23
10725251,0.14
754480,0.05
1587644,0.12
1434627,0.25
121240633,0.07
46816588,0.16
80549965,0.18
67426870,0.03
12776030,0.11
124812373,0.13
30686260,0.1
55461714,0.08
793292,0.18
55250220,0.22
5026733,0.08
1384234,0.13
90991535,0.12
88127953,0.37
24646569,0.08
15489336,0.12
6169456,0.2
77336434,0.15
8305553,0.16
872482,0.26
76022910,0.22
14318579,0.11
43559961,0.24
35236545,0.42
61501543,0.1
50606653,0.13
20701405,0.16
6834943,0.1
344655,0.2
10726378,0.1
61512451,0.09
94106662,0.13
130665763,0.21
1595462,0.09
129595284,0.34
38584334,0.12
52036839,0.2
70781328,0.08
18844821,0.25
28893973,0.05
34762722,0.14
7060923,0.31
3455053,0.08
135762986,0.2
19567457,0.25
17272622,0.24
67475489,0.38
57004810,0.26
14568390,0.14
45202221,0.24
111296591,0.11
65722895,0.11
124086580,0.14
39360250,0.09
20038575,0.24
51055659,0.21
6897379,0.19
13008751,0.27
20048304,0.11
1131975,0.04
6465075,0.29
619737,0.35
14117649,0.16
838087,0.17
38570422,0.21
3930736,0.43
59109466,0.17
73469899,0.05
21361075,0.36
32299523,0.21
26410621,0.06
8815362,0.16
84584064,0.25
5768798,0.1
75059743,0.28
40766334,0.38
26328910,0.18
128268855,0.18
55971249,0.11
88864289,0.31
77088768,0.1
456639,0.11
20119563,0.07
817389,0.23
36500873,0.1
88342960,0.03
14418060,0.05
116882641,0.11
16321824,0.24
1296771,0.12
39602526,0.08
744067,0.14
63448534,0.22
3237617,0.14
8395003,0.26
46497581,0.03
64201749,0.14
71107867,0.12
6084802,0.1
13407212,0.17
61314296,0.23
40352651,0.26
75911749,0.19
17934322,0.24
11625241,0.28
16333242,0.24
7072348,0.22
41420165,0.19
14618265,0.05
54778163,0.32
8785283,0.2
67279069,0.33
44663682,0.25
74574699,0.14
31487628,0.54
38507637,0.11
50606235,0.26
91661786,0.14
76203314,0.15
16533156,0.06
1416402,0.11
56070905,0.11
10089380,0.14
27100058,0.15
20791701,0.14
120012925,0.25
76266307,0.05
13256844,0.11
38624626,0.35
120936859,0.16
65695664,0.4
17162664,0.33
73570870,0.05
46735745,0.27
11284875,0.26
37620394,0.07
6994671,0.12
56021509,0.22
92015488,0.11
41021681,0.49
1856068,0.18
34211953,0.1
59162965,0.25
58672441,0.18
64079495,0.13
60743946,0.19
6288729,0.25
33371443,0.36
3485831,0.09
87155500,0.09
41079405,0.37
22362475,0.35
91535744,0.18
55191680,0.09
45324728,0.08
2864631,0.19
10628650,0.1
405050,0.14
3239961,0.39
1199526,0.11
35266311,0.4
107029580,0.41
5800117,0.34
120601718,0.24
3696266,0.11
1060855,0.26
55523797,0.36
19596620,0.46
20030433,0.06
6286110,0.23
63406046,0.06
53894796,0.29
75324927,0.14
58842403,0.04
10138882,0.09
3706923,0.19
36049449,0.02
3927495,0.07
97780804,0.13
40921420,0.19
67428381,0.05
1568868,0.21
68132625,0.24
1159693,0.15
21961157,0.27
96736015,0.11
43226849,0.28
85682450,0.18
1366909,0.32
92236299,0.24
662943,0.16
49926004,0.32
703725,0.07
65323847,0.37
78820220,0.24
22294028,0.08
56102260,0.27
56038858,0.23
51486657,0.15
15320510,0.29
837048,0.27
5637674,0.12
88872326,0.2
54373353,0.46
17312962,0.24
544093,0.02
134480630,0.15
16422770,0.14
99231637,0.3
38545060,0.11
65955019,0.09
712585,0.14
134943958,0.11
23823467,0.11
84514852,0.21
27420384,0.03
2381461,0.1
78690797,0.05
69953112,0.32
10072022,0.1
34282557,0.06
12254995,0.25
14989174,0.28
58503891,0.17
25186561,0.02
612051,0.37
9655461,0.09
65722306,0.11
73704106,0.08
59422736,0.17
73687602,0.02
737866,0.11
3847967,0.25
19907247,0.21
90154941,0.53
1317412,0.15
50606632,0.12
48111667,0.08
4276541,0.14
28202450,0.08
5950107,0.2
98735137,0.16
12204987,0.1
32189489,0.14
58683280,0.19
63508114,0.38
49904178,0.41
58572266,0.29
125264502,0.09
14338108,0.1
17904045,0.2
7094526,0.07
35004457,0.13
28774087,0.39
1109614,0.1
76122240,0.13
12985869,0.21
5914637,0.21
65403544,0.21
73429536,0.21
89003381,0.06
1541652,0.1
10645417,0.15
31447847,0.3
60862889,0.17
1530830,0.15
119982915,0.33
4785392,0.26
3294372,0.24
113044019,0.27
3189076,0.08
79472319,0.3
50293257,0.18
4445491,0.16
20689158,0.29
1569536,0.16
29013384,0.18
596664,0.1
55390917,0.22
75240734,0.29
69712219,0.25
31918057,0.4
8567902,0.2
34191931,0.14
9824927,0.13
24294559,0.08
6524043,0.26
87345043,0.23
62854855,0.27
19897763,0.29
26377951,0.24
62804303,0.16
128272473,0.09
38568429,0.11
64681260,0.37
66585934,0.12
59099938,0.26
33281228,0.17
33049892,0.4
77099501,0.09
56091748,0.25
46528076,0.35
55911569,0.15
3345224,0.25
57014271,0.12
41247596,0.32
29764061,0.13
439344,0.18
72225452,0.18
75154129,0.15
72713228,0.05
97508258,0.22
1403167,0.04
29053967,0.28
20167219,0.1
20959431,0.06
1319066,0.15
91713560,0.19
56041452,0.22
14530687,0.18
60195864,0.07
40991654,0.1
126239773,0.12
27651718,0.21
22343405,0.23
1412751,0.07
68375713,0.27
2080820,0.23
11417310,0.11
57366891,0.42
41110726,0.18
75051512,0.26
30185156,0.24
68535871,0.22
10714822,0.07
58713758,0.18
1247528,0.12
79152421,0.1
4290039,0.12
4544680,0.27
16342143,0.29
134243627,0.05
3006445,0.23
121781605,0.06
36250877,0.09
7946388,0.21
60960724,0.35
1526317,0.27
1116041,0.11
972482,0.29
1048690,0.16
4290582,0.19
44125734,0.08
59451885,0.3
30185814,0.19
93041855,0.32
135540397,0.09
42343924,0.13
33411680,0.24
40846234,0.29
60187277,0.25
42303700,0.12
56914252,0.08
35093493,0.14
39671063,0.19
17242888,0.07
13037383,0.31
70471738,0.32
71443039,0.14
1349437,0.28
27562000,0.02
40452237,0.09
7339249,0.17
51316307,0.42
36049659,0.26
51436157,0.1
41840279,0.09
5031643,0.11
3537627,0.1
103567256,0.22
19567365,0.26
16423142,0.28
1356844,0.14
50495573,0.27
6625685,0.08
22233813,0.54
85037820,0.1
65098253,0.14
13108047,0.28
3221403,0.14
16422111,0.14
28052609,0.32
32400058,0.18
113830637,0.27
60286143,0.15
76244623,0.17
23955271,0.15
42314859,0.26
1413038,0.26
7495384,0.6
39339956,0.35
91285080,0.08
68635587,0.1
646950,0.12
20849607,0.03
15740398,0.21
76568615,0.28
20702347,0.37
427063,0.21
16501617,0.07
11658222,0.27
10884838,0.22
2414654,0.03
5802441,0.05
27562139,0.11
15501146,0.23
18976351,0.31
57882792,0.16
11314902,0.36
10174704,0.19
8658969,0.05
23936264,0.11
17342832,0.1
124719832,0.31
79661910,0.27
91373951,0.16
22011391,0.11
32549016,0.1
8626443,0.07
66435548,0.25
102574788,0.01
61852185,0.16
19136844,0.32
9744820,0.44
65160391,0.15
21300368,0.2
1038098,0.16
61883223,0.14
85714567,0.06
103157362,0.31
75296042,0.13
84564877,0.05
18576038,0.1
8484960,0.15
87534309,0.14
6521534,0.12
46305110,0.1
999879,0.08
34514081,0.23
65672444,0.14
11965794,0.25
76945814,0.36
4444880,0.27
39739915,0.19
10118863,0.22
10173478,0.14
36360137,0.37
73631221,0.27
2376353,0.09
653426,0.48
1510491,0.19
77500248,0.21
59262271,0.12
1278110,0.17
10706500,0.21
5938389,0.19
70301208,0.07
59462426,0.24
46845922,0.23
89895437,0.03
42884303,0.13
28943275,0.24
20278613,0.19
16932705,0.11
25576924,0.09
55931469,0.19
29094430,0.18
9858216,0.33
64211164,0.21
38222417,0.21
90319031,0.07
58662456,0.33
72592999,0.22
58523898,0.25
73161480,0.4
4196943,0.27
92558570,0.16
1040188,0.15
55999522,0.47
34292333,0.49
20158477,0.22
40450982,0.16
60636279,0.22
132109250,0.32
36240634,0.16
84959272,0.15
59779320,0.1
58693605,0.27
73923757,0.28
45734336,0.11
107348853,0.17
75092979,0.21
79280974,0.08
984854,0.12
3847521,0.12
49913757,0.09
12406764,0.13
3918598,0.27
70846884,0.2
990652,0.11
46598430,0.08
66065540,0.25
13547520,0.3
2826662,0.09
39430083,0.08
11355034,0.06
29124253,0.28
4574612,0.15
131956751,0.08
21891377,0.3
3374470,0.03
35093213,0.04
61500747,0.06
1621615,0.07
67306324,0.23
49067846,0.04
86925390,0.11
65373286,0.04
19075382,0.07
382065,0.06
16782171,0.02
84234309,0.31
5175195,0.12
19466374,0.11
65785471,0.06
85660873,0.14
87634405,0.1
18495810,0.16
54100462,0.24
50173552,0.12
76053951,0.08
55310560,0.25
3727516,0.12
2372274,0.06
35893860,0.37
32460082,0.26
25367268,0.37
57074464,0.14
92410783,0.1
49904824,0.29
1406775,0.07
3066196,0.09
16481768,0.03
77487806,0.03
25507112,0.22
16373335,0.26
112079827,0.25
6646559,0.58
12826277,0.23
4796458,0.1
71428250,0.28
76301850,0.32
72682850,0.24
46643173,0.24
7954865,0.24
77553929,0.2
13086077,0.09
38437982,0.14
23393402,0.2
58912781,0.02
1473436,0.03
3489126,0.27
24154656,0.22
7374615,0.32
34953465,0.26
5825454,0.04
70040346,0.23
118264905,0.11
118295916,0.05
58441123,0.3
96801613,0.1
55948999,0.05
1052492,0.17
54335337,0.12
42323611,0.41
79732221,0.51
1620806,0.11
69623688,0.35
23763300,0.27
85310409,0.1
49247824,0.08
84050220,0.31
9274867,0.08
72633053,0.23
73893280,0.21
600170,0.23
1514653,0.05
28622769,0.03
92789432,0.09
19176998,0.12
103811691,0.26
7698094,0.08
19136161,0.18
40920430,0.02
60902951,0.35
37247653,0.15
30445647,0.37
75204264,0.12
87194629,0.38
54543757,0.15
124791994,0.1
44995922,0.1
45294899,0.08
3368367,0.07
15229428,0.23
24715858,0.2
81543654,0.31
10726407,0.07
104336398,0.25
111779045,0.26
63004442,0.25
70351648,0.25
77871768,0.31
1417448,0.07
11936985,0.29
1228107,0.05
77231719,0.53
31978235,0.06
13167942,0.18
81377275,0.14
5801439,0.12
77902032,0.22
89048805,0.46
61370271,0.35
25347360,0.2
8024840,0.26
5796852,0.3
85982775,0.22
48304592,0.03
68983834,0.26
1444629,0.3
20147342,0.11
12458251,0.13
113086672,0.05
46804623,0.04
125971403,0.07
125808598,0.23
88312345,0.24
9735578,0.13
7049624,0.22
97042748,0.13
50587183,0.32
55111849,0.28
9844943,0.13
18284270,0.36
130498565,0.16
41810217,0.16
14758816,0.29
22343854,0.3
22353551,0.06
6735355,0.03
10925092,0.03
76324618,0.05
27581378,0.1
19686690,0.48
31637270,0.21
33181355,0.08
125332669,0.29
83633749,0.36
15319754,0.33
42673701,0.19
68182689,0.14
722825,0.28
20708736,0.27
51897513,0.44
3488909,0.31
65087371,0.11
3349936,0.14
84244426,0.07
76282818,0.21
1270428,0.14
66066080,0.24
32188925,0.27
93429187,0.37
6321506,0.35
105413746,0.02
1240438,0.1
24674983,0.11
1471267,0.22
76081453,0.37
36360764,0.03
75709048,0.07
55898007,0.18
99350351,0.33
70411209,0.1
65069172,0.15
100025686,0.07
24084652,0.34
32088423,0.1
40460181,0.08
31187458,0.13
25236250,0.27
3807934,0.19
33190722,0.24
52139199,0.2
1363809,0.08
85116620,0.08
59099858,0.16
7100137,0.2
63485947,0.22
38141247,0.31
984775,0.35
8998839,0.27
91690560,0.3
9209595,0.38
30155516,0.17
23874443,0.15
65742153,0.18
68485199,0.14
2828716,0.26
26809893,0.15
7073460,0.06
43195316,0.25
794296,0.07
496430,0.08
46044610,0.28
71867126,0.34
54087293,0.15
117047414,0.3
73914583,0.23
572546,0.2
38382359,0.29
8836216,0.09
1034970,0.15
77526120,0.29
75193760,0.19
68721513,0.19
23333479,0.22
6975791,0.22
3221560,0.09
18784898,0.22
94437691,0.09
16712210,0.19
21010676,0.28
70111529,0.09
6727492,0.12
34943989,0.16
85852562,0.2
126908977,0.35
77437124,0.2
55707466,0.03
76122268,0.18
65656691,0.06
71051670,0.05
9847912,0.29
8955699,0.15
87364256,0.18
13148362,0.07
6995507,0.15
11934847,0.09
34313371,0.35
1358591,0.22
6321338,0.2
30245109,0.24
4765462,0.08
3382102,0.07
1473065,0.09
20782769,0.46
16241752,0.27
15260389,0.14
35916450,0.06
6518896,0.19
60535488,0.31
675858,0.04
15541287,0.12
12948452,0.1
12325759,0.38
1060644,0.34
15540778,0.11
124871275,0.05
62904647,0.09
25918266,0.32
59602515,0.03
37661774,0.04
99994848,0.21
66580201,0.15
84515868,0.3
127643631,0.31
12665129,0.22
51356502,0.11
59561808,0.23
71965512,0.27
6295362,0.11
132005040,0.31
125228012,0.14
30054901,0.15
45444264,0.2
3485783,0.15
27620804,0.07
1393827,0.26
8396124,0.09
39572694,0.11
48526279,0.09
34353466,0.4
72782531,0.13
68517904,0.15
6527892,0.16
53362285,0.19
829218,0.26
27199941,0.24
65314177,0.04
94335635,0.02
68383115,0.21
56111028,0.11
9038077,0.38
8014697,0.14
9239527,0.24
12154938,0.14
88078416,0.15
32400007,0.06
6824840,0.35
51827454,0.07
